10	1.0
11	0.0
15	1.0
32	1.0
33	1.0
35	1.0
42	0.0
44	0.0
46	1.0
52	0.0
54	0.0
62	1.0
64	1.0
93	0.0
94	0.0
96	1.0
104	0.0
111	0.0
112	0.0
113	1.0
135	1.0
140	1.0
142	1.0
144	0.0
150	0.0
161	1.0
172	0.0
221	1.0
224	1.0
241	1.0
245	1.0
250	0.0
255	0.0
261	1.0
266	1.0
280	1.0
286	0.0
291	0.0
293	0.0
302	0.0
312	1.0
326	1.0
332	1.0
336	1.0
342	1.0
354	0.0
366	1.0
372	0.0
374	1.0
382	1.0
385	1.0
405	0.0
406	1.0
412	1.0
422	1.0
433	1.0
442	1.0
450	0.0
466	0.0
471	0.0
476	0.0
511	1.0
523	0.0
535	0.0
536	1.0
542	0.0
556	1.0
563	1.0
574	1.0
584	0.0
593	0.0
595	1.0
602	0.0
604	1.0
622	1.0
626	0.0
644	0.0
645	1.0
674	1.0
684	1.0
696	1.0
701	0.0
724	1.0
736	0.0
755	1.0
761	1.0
776	1.0
786	0.0
791	0.0
803	0.0
804	0.0
813	1.0
823	0.0
831	1.0
832	0.0
843	0.0
851	1.0
853	0.0
854	0.0
864	0.0
866	1.0
872	1.0
873	1.0
876	0.0
882	1.0
884	0.0
894	1.0
895	0.0
896	0.0
901	1.0
910	1.0
952	1.0
960	1.0
970	1.0
974	0.0
975	0.0
981	1.0
985	0.0
993	0.0
1003	1.0
1006	1.0
1010	1.0
1021	1.0
1024	1.0
1062	0.0
1063	1.0
1073	1.0
1075	0.0
1076	0.0
1083	0.0
1094	1.0
1100	1.0
1114	1.0
1116	0.0
1120	1.0
1121	0.0
1124	1.0
1126	0.0
1130	1.0
1132	1.0
1134	1.0
1161	1.0
1176	1.0
1185	1.0
1191	1.0
1212	1.0
1220	1.0
1233	0.0
1240	1.0
1243	1.0
1244	0.0
1245	0.0
1260	1.0
1262	1.0
1270	0.0
1275	1.0
1285	1.0
1286	1.0
1290	0.0
1291	1.0
1292	1.0
1321	1.0
1333	0.0
1334	1.0
1336	1.0
1340	1.0
1372	1.0
1385	1.0
1393	0.0
1395	1.0
1416	0.0
1436	0.0
1461	1.0
1472	0.0
1474	0.0
1481	1.0
1482	0.0
1483	0.0
1492	1.0
1496	1.0
1500	1.0
1501	1.0
1523	1.0
1534	1.0
1536	0.0
1554	1.0
1561	1.0
1564	0.0
1585	0.0
1590	1.0
1596	1.0
1604	1.0
1611	1.0
1614	0.0
1633	1.0
1644	1.0
1654	0.0
1663	1.0
1664	1.0
1666	0.0
1672	1.0
1693	1.0
1703	1.0
1704	1.0
1712	0.0
1713	0.0
1714	0.0
1726	1.0
1730	1.0
1732	0.0
1735	0.0
1753	1.0
1755	0.0
1764	0.0
1765	0.0
1780	1.0
1783	1.0
1786	1.0
1791	0.0
1806	1.0
1810	1.0
1821	1.0
1825	1.0
1826	1.0
1835	1.0
1853	1.0
1855	0.0
1860	0.0
1881	0.0
1904	1.0
1914	1.0
1916	1.0
1931	0.0
1932	1.0
1933	0.0
1935	1.0
1955	1.0
1963	1.0
1970	0.0
1974	0.0
1980	0.0
1984	0.0
1991	0.0
2001	0.0
2011	1.0
2021	1.0
2033	1.0
2041	1.0
2082	1.0
2083	1.0
2093	1.0
2120	1.0
2122	1.0
2124	0.0
2135	1.0
2155	0.0
2161	0.0
2171	0.0
2175	1.0
2190	0.0
2191	1.0
2202	1.0
2205	1.0
2212	1.0
2214	0.0
2221	1.0
2223	0.0
2225	0.0
2235	0.0
2236	1.0
2242	0.0
2244	1.0
2246	1.0
2252	0.0
2255	1.0
2260	1.0
2264	1.0
2266	1.0
2275	1.0
2285	1.0
2302	1.0
2306	1.0
2313	0.0
2314	0.0
2315	0.0
2316	0.0
2324	1.0
2330	1.0
2334	1.0
2350	1.0
2352	1.0
2355	1.0
2363	1.0
2366	1.0
2380	1.0
2386	0.0
2396	0.0
2406	0.0
2424	1.0
2425	0.0
2434	1.0
2435	1.0
2444	1.0
2456	0.0
2464	1.0
2465	0.0
2475	0.0
2482	1.0
2486	0.0
2491	0.0
2495	0.0
2500	1.0
2533	0.0
2542	0.0
2555	1.0
2560	1.0
2574	0.0
2581	1.0
2584	0.0
2595	0.0
2606	0.0
2615	0.0
2621	1.0
2634	1.0
2641	0.0
2643	1.0
2645	1.0
