10	3795
11	6753
12	2158
13	8423
14	8398
15	3711
16	5973
20	3994
21	4018
22	460
23	2514
24	187
25	9732
26	9129
30	8409
31	5786
32	7293
33	142
34	2782
35	3176
36	2334
40	7786
41	1568
42	283
43	9569
44	1476
45	8444
46	1965
50	3483
51	4665
52	4350
53	6990
54	2005
55	4813
56	8423
60	1461
61	8575
62	5375
63	5267
64	6929
65	8423
66	2171
70	4294
71	9618
72	9586
73	9428
74	6335
75	7194
76	2530
80	3089
81	9459
82	9619
83	3616
84	3270
85	2171
86	7931
90	6507
91	5159
92	6839
93	5091
94	166
95	9732
96	5375
100	670
101	9567
102	6328
103	4315
104	168
105	3258
106	4061
110	7170
111	5244
112	772
113	1484
114	4401
115	4981
116	2394
120	415
121	1789
122	9157
123	9282
124	9320
125	6175
126	4188
130	8349
131	8833
132	8621
133	4596
134	1294
135	9
136	6079
140	1758
141	7268
142	7061
143	4256
144	5091
145	3483
146	4017
150	6459
151	8888
152	4108
153	4236
154	3258
155	2569
156	9129
160	5574
161	3187
162	566
163	1303
164	573
165	8074
166	2032
170	1977
171	2999
172	339
173	8775
174	5444
175	5242
176	6079
180	9164
181	6602
182	6164
183	3428
184	8970
185	2782
186	8814
190	4658
191	9902
192	8478
193	5267
194	4891
195	447
196	6629
200	5021
201	7918
202	460
203	6645
204	9269
205	8366
206	2171
210	6212
211	9933
212	8059
213	4355
214	9341
215	6009
216	1185
220	4891
221	6561
222	3454
223	9738
224	6883
225	9331
226	7651
230	6163
231	10073
232	4195
233	2701
234	7261
235	6452
236	6189
240	2174
241	5091
242	1897
243	6496
244	8257
245	3621
246	2132
250	4169
251	2174
252	6043
253	9405
254	494
255	2967
256	6997
260	2046
261	930
262	6518
263	3994
264	187
265	43
266	3621
270	565
271	7695
273	1312
274	9222
275	93
276	1133
280	6019
281	2132
282	2554
283	6600
284	2562
285	6643
286	339
290	154
291	4400
292	9888
293	3029
294	329
295	3003
296	6009
300	415
301	922
302	6646
303	8277
304	8970
305	187
306	3003
310	415
311	1528
312	6120
313	1881
314	6727
315	838
316	3532
320	5613
321	2781
322	6154
323	1830
324	9700
325	4928
326	6169
330	8409
331	6593
332	6646
333	7444
334	3942
335	9700
336	6548
340	9567
341	7030
342	4209
343	4375
344	6319
345	10011
346	446
350	9619
351	9394
352	773
353	8076
354	168
355	7016
356	9585
360	8922
361	8466
362	84
363	2844
364	8881
365	2171
366	1940
370	3177
371	9265
372	6753
373	9463
374	6750
375	7491
376	9150
380	6547
381	6317
382	7293
383	9586
384	2554
385	5521
386	1180
390	4658
391	9790
392	9293
393	2167
394	7113
395	3580
396	8004
400	5759
401	7268
402	7113
403	6361
404	3756
405	6737
406	3114
410	270
411	6154
412	6120
413	460
414	8309
415	739
416	6880
420	7805
421	2983
422	1758
423	2323
424	9507
426	8648
430	6507
431	6154
432	8851
433	6883
434	1116
435	3482
436	7051
440	2102
441	2870
442	2358
443	7268
444	7931
445	2922
446	9549
450	651
451	6602
452	9619
453	6925
454	5163
455	2132
456	4214
460	6317
461	566
462	4812
463	234
464	3604
465	8698
466	2426
470	8561
471	3791
472	156
473	2026
474	6902
475	6122
476	7580
480	7436
481	9217
482	11
483	9614
484	9358
485	4969
486	5242
490	7695
491	1401
492	9790
493	8252
494	8827
495	9203
496	8387
500	7596
501	6110
502	9619
503	6925
504	9306
505	3258
506	1200
510	6163
511	5252
512	7268
513	903
514	5383
515	7972
516	4449
520	578
521	270
522	5964
523	3277
524	8411
525	9466
526	2334
530	415
531	8218
532	2036
533	460
534	2064
535	3449
536	3211
540	10044
541	1977
542	296
543	9531
544	9234
545	9207
546	4309
550	3932
551	9593
552	9432
553	8921
554	2756
555	3532
556	3211
560	1491
561	3546
562	9619
563	5091
564	6662
565	8682
566	6983
570	3197
571	1830
572	8817
573	1200
574	168
575	8483
576	9282
580	3715
581	3053
582	8912
583	314
584	168
585	3483
586	6169
590	7442
591	8322
592	9738
593	657
594	8808
595	1476
596	1185
600	10044
601	6487
602	168
603	6175
604	7778
605	7051
606	8483
610	4599
611	8530
612	8844
613	6328
614	9745
615	7024
616	7741
620	2635
621	2782
622	1476
623	7972
624	93
625	4449
626	2396
630	415
631	4307
632	9036
633	9013
634	9585
635	2253
636	8629
640	9312
641	7522
642	917
643	1178
644	6737
645	6421
646	8350
650	6547
651	8409
652	3994
653	2280
654	1200
655	1116
656	1301
660	4891
661	8031
662	8071
663	3674
664	6479
665	5444
666	93
670	4252
671	3674
673	10012
674	7812
675	5327
676	4886
680	3084
681	8340
682	6592
683	3643
684	3795
685	9204
686	6079
690	8891
691	6570
692	3686
693	3450
694	5646
695	2171
696	7140
700	4596
701	5244
702	9178
703	9207
704	5972
705	7867
706	8544
710	8171
711	7844
712	314
713	1960
714	8284
715	6536
716	5417
720	2721
